Guards,Bigs,Wings
0.543859649122807,0.42105263157894735,0.03508771929824561
0.6022727272727273,0.32954545454545453,0.06818181818181818
0.5431034482758621,0.41379310344827586,0.04310344827586207
0.4819277108433735,0.4939759036144578,0.024096385542168676
0.6464646464646465,0.29292929292929293,0.06060606060606061
0.43103448275862066,0.4396551724137931,0.12931034482758622
0.5964912280701754,0.2982456140350877,0.10526315789473684
0.3783783783783784,0.5225225225225225,0.0990990990990991
0.5363636363636364,0.37272727272727274,0.09090909090909091
0.47058823529411764,0.40336134453781514,0.12605042016806722
0.5511811023622047,0.36220472440944884,0.08661417322834646
0.5514018691588785,0.411214953271028,0.037383177570093455
0.48760330578512395,0.4049586776859504,0.10743801652892562
0.4019607843137255,0.47058823529411764,0.12745098039215685
0.5203252032520326,0.3983739837398374,0.08130081300813008
0.5564516129032258,0.3870967741935484,0.056451612903225805
0.5360824742268041,0.4020618556701031,0.061855670103092786
0.5285714285714286,0.37142857142857144,0.1
0.6311475409836066,0.27049180327868855,0.09836065573770492
0.6194690265486725,0.26548672566371684,0.11504424778761062
0.45614035087719296,0.3684210526315789,0.17543859649122806
0.5490196078431373,0.38235294117647056,0.06862745098039216
0.5306122448979592,0.37755102040816324,0.09183673469387756
0.5714285714285714,0.2706766917293233,0.15789473684210525
0.5289256198347108,0.36363636363636365,0.10743801652892562
0.5132743362831859,0.4690265486725664,0.017699115044247787
0.5490196078431373,0.39215686274509803,0.058823529411764705
0.44545454545454544,0.4818181818181818,0.07272727272727272
0.5462184873949579,0.2605042016806723,0.19327731092436976
0.5849056603773585,0.27358490566037735,0.14150943396226415
0.6931818181818182,0.2159090909090909,0.09090909090909091
0.5784313725490197,0.29411764705882354,0.12745098039215685
0.5196078431372549,0.3137254901960784,0.16666666666666666
0.5408163265306123,0.3163265306122449,0.14285714285714285
0.41379310344827586,0.3706896551724138,0.21551724137931033
0.3181818181818182,0.5113636363636364,0.17045454545454544
0.5963302752293578,0.25688073394495414,0.14678899082568808
0.6956521739130435,0.2,0.10434782608695652
0.6698113207547169,0.25471698113207547,0.07547169811320754
0.5408163265306123,0.3877551020408163,0.07142857142857142
0.6285714285714286,0.24761904761904763,0.12380952380952381
0.5486725663716814,0.3274336283185841,0.12389380530973451
0.49166666666666664,0.43333333333333335,0.075
0.45544554455445546,0.44554455445544555,0.09900990099009901
0.5306122448979592,0.3673469387755102,0.10204081632653061
0.6695652173913044,0.14782608695652175,0.1826086956521739
0.6454545454545455,0.33636363636363636,0.01818181818181818
0.3877551020408163,0.46938775510204084,0.14285714285714285
0.5,0.41935483870967744,0.08064516129032258
0.5416666666666666,0.4583333333333333,0.0
0.49019607843137253,0.39215686274509803,0.11764705882352941
0.5045871559633027,0.47706422018348627,0.01834862385321101
0.3697478991596639,0.5798319327731093,0.05042016806722689
0.5514018691588785,0.29906542056074764,0.14953271028037382
0.42045454545454547,0.48863636363636365,0.09090909090909091
0.4444444444444444,0.36363636363636365,0.1919191919191919
0.5575221238938053,0.40707964601769914,0.035398230088495575
0.4742268041237113,0.5257731958762887,0.0
0.3709677419354839,0.5483870967741935,0.08064516129032258
0.5922330097087378,0.2815533980582524,0.1262135922330097
0.5148514851485149,0.39603960396039606,0.0891089108910891
0.6039603960396039,0.25742574257425743,0.13861386138613863
0.5258620689655172,0.4224137931034483,0.05172413793103448
0.43956043956043955,0.5384615384615384,0.02197802197802198
0.6929824561403509,0.2719298245614035,0.03508771929824561
0.5535714285714286,0.4017857142857143,0.044642857142857144
0.7314814814814815,0.21296296296296297,0.05555555555555555
0.4166666666666667,0.46875,0.11458333333333333
0.5526315789473685,0.21929824561403508,0.22807017543859648
0.4537037037037037,0.46296296296296297,0.08333333333333333
0.5263157894736842,0.42105263157894735,0.05263157894736842
0.6616541353383458,0.3308270676691729,0.007518796992481203
0.4842105263157895,0.4631578947368421,0.05263157894736842
0.6203703703703703,0.3055555555555556,0.07407407407407407
0.4329896907216495,0.4948453608247423,0.07216494845360824
0.556390977443609,0.40601503759398494,0.03759398496240601
0.5131578947368421,0.32894736842105265,0.15789473684210525
0.4956521739130435,0.4434782608695652,0.06086956521739131
0.4732142857142857,0.4642857142857143,0.0625
0.4897959183673469,0.40816326530612246,0.10204081632653061
0.408,0.376,0.216
0.45217391304347826,0.40869565217391307,0.1391304347826087
0.4631578947368421,0.4631578947368421,0.07368421052631578
0.40404040404040403,0.494949494949495,0.10101010101010101
0.5405405405405406,0.32432432432432434,0.13513513513513514
